timestamp,server_cpu_percent,server_ram_percent,disk_usage_percent,container_ram_mb,container_cpu_cores,container_count
2026-04-07 00:00:00+00:00,1.311111111426726,12.79778467545376,20.48281378975309,1788.66796875,0.0807253794328363,10
2026-04-07 00:01:00+00:00,1.2416666662061715,12.839274890905283,20.482880049615385,1787.19921875,0.0823013516430686,10
2026-04-07 00:02:00+00:00,1.2638888890958526,12.8940578472307,20.48295800239456,1803.25390625,0.0858223322767818,10
2026-04-07 00:03:00+00:00,1.2694444446565711,12.74052173015935,20.483024262256844,1777.67578125,0.0802125156418145,10
2026-04-07 00:04:00+00:00,1.063888888909588,12.66307167465719,20.48309052211914,1777.1484375,0.0819628897906126,10
2026-04-07 00:05:00+00:00,1.3361111111266268,12.703619494300488,20.48315678198144,1780.22265625,0.0792994076144134,10
2026-04-07 00:06:00+00:00,1.1638888886146646,12.705454686137552,20.48322693948269,1767.41796875,0.082070689827941,10
2026-04-07 00:07:00+00:00,1.1444444444754964,12.763188829336093,20.483293199344978,1775.58203125,0.0829256116364218,10
2026-04-07 00:08:00+00:00,1.1583333333126404,12.761601636395923,20.48335945920727,1780.47265625,0.0807208377276743,10
2026-04-07 00:09:00+00:00,1.2027777779278352,12.73000657693074,20.48379209713166,1784.10546875,0.0811477364499924,10
2026-04-07 00:10:00+00:00,1.3222222220307742,12.734222558178065,20.48385835699396,1779.69140625,0.0821051807211124,10
2026-04-07 00:11:00+00:00,1.2305555558608177,12.811127016107038,20.4839285144952,1784.29296875,0.0814098730344402,10
2026-04-07 00:12:00+00:00,1.2166666663769234,12.74944969044778,20.48399477435749,1783.75,0.0787409142366089,10
2026-04-07 00:13:00+00:00,1.1583333334420018,12.733056963362632,20.484061034219792,1785.13671875,0.0792320600278573,10
2026-04-07 00:14:00+00:00,1.2638888885784496,12.549909778001313,20.48412729408208,1753.44921875,0.081786636230408,10
2026-04-07 00:15:00+00:00,1.3527777776794636,12.607172723295722,20.48419355394437,1753.53125,0.0807670899702334,10
2026-04-07 00:16:00+00:00,1.1472222220618278,12.774150380579108,20.484263711445628,1761.71875,0.0772807700501711,10
2026-04-07 00:17:00+00:00,1.2305555556021233,12.617067879282072,20.484329971307925,1763.7734375,0.0792592706764552,10
2026-04-07 00:18:00+00:00,1.1555555553382533,12.510601952842515,20.484400128809177,1746.140625,0.0821157051891928,10
2026-04-07 00:19:00+00:00,1.1583333333126404,12.470971729117752,20.484466388671464,1747.984375,0.0815455499997637,10
2026-04-07 00:20:00+00:00,1.2027777776691124,12.647348544593672,20.48453264853376,1748.15625,0.0817006351765125,10
2026-04-07 00:21:00+00:00,1.2472222220256128,12.70138750422838,20.48460670367397,1757.66015625,0.0818738780841591,10
2026-04-07 00:22:00+00:00,1.1722222220204372,12.73308176325232,20.484672963536266,1768.6640625,0.0771201871505884,10
2026-04-07 00:23:00+00:00,1.2083333329711508,12.706570681173613,20.484739223398552,1766.78515625,0.0802831971985847,10
2026-04-07 00:24:00+00:00,1.1583333337006962,12.698758715921231,20.48480548326085,1768.6171875,0.0817077307995269,10
2026-04-07 00:25:00+00:00,1.25,12.638693383091836,20.484871743123144,1768.6328125,0.0739404690541895,10
2026-04-07 00:26:00+00:00,1.1888888889613298,12.725145798551484,20.4849419006244,1781.42578125,0.0791983498198465,10
2026-04-07 00:27:00+00:00,1.2722222222429167,12.633361406808463,20.48500816048669,1779.0078125,0.0824296020394863,10
2026-04-07 00:28:00+00:00,1.24722222215496,12.66552686373651,20.48507442034898,1780.6015625,0.0817518197566241,10
2026-04-07 00:29:00+00:00,1.2111111108161907,12.630162221038445,20.48514068021128,1778.27734375,0.0794441449969013,10
2026-04-07 00:30:00+00:00,1.302777777891606,12.446196639317352,20.485206940073564,1736.1953125,0.0815983465801302,10
2026-04-07 00:31:00+00:00,1.1027777778346888,12.62237505567575,20.48527319993586,1749.66796875,0.0833702179958675,10
2026-04-07 00:32:00+00:00,1.0999999999896488,12.565484108726688,20.485343357437117,1756.015625,0.0796178286783261,10
2026-04-07 00:33:00+00:00,1.161111110898986,12.549686578994102,20.48540961729941,1754.85546875,0.0790962966816418,10
2026-04-07 00:34:00+00:00,1.0999999999896488,12.514941933538282,20.485475877161697,1762.98828125,0.0795875424091583,10
2026-04-07 00:35:00+00:00,1.2666666665528368,12.647026146027706,20.485542137023995,1763.08203125,0.0833835714992036,10
2026-04-07 00:36:00+00:00,1.1666666665890515,12.5196539125794,20.485612294525247,1737.51953125,0.0823073935690545,10
2026-04-07 00:37:00+00:00,1.1638888887440118,12.599211958705204,20.485678554387533,1758.1484375,0.0783247511339944,10
2026-04-07 00:38:00+00:00,1.0527777776587754,12.62460704574786,20.485744814249827,1764.24609375,0.0784746202836401,10
2026-04-07 00:39:00+00:00,1.1722222220204372,12.58093444000361,20.485811074112124,1766.97265625,0.0807955465175547,10
2026-04-07 00:40:00+00:00,1.236111111162856,12.824766955436584,20.48587733397441,1787.69921875,0.0794225428294904,10
2026-04-07 00:41:00+00:00,1.0666666668839753,12.862413187986144,20.48594359383671,1787.8984375,0.0791012884808993,10
2026-04-07 00:42:00+00:00,1.0694444443409736,12.921709724235145,20.48601764897692,1799.7578125,0.0713318026246977,10
2026-04-07 00:43:00+00:00,1.25555555569008,12.82441975698092,20.486083908839213,1801.82421875,0.0811622198602971,10
2026-04-07 00:44:00+00:00,1.2833333334937294,12.73692574615428,20.48615016870151,1793.5390625,0.081764556659299,10
2026-04-07 00:45:00+00:00,1.3055555553485902,12.888279472932906,20.4862164285638,1797.5546875,0.0804769874505515,10
2026-04-07 00:46:00+00:00,1.2027777777984738,12.64648054845452,20.48628658606505,1758.609375,0.0804770413232463,10
2026-04-07 00:47:00+00:00,1.186111111245637,12.553604961565137,20.486352845927343,1769.13671875,0.0824691790544773,10
2026-04-07 00:48:00+00:00,1.1527777776225605,12.62416064773344,20.486419105789643,1775.31640625,0.0820172210782544,10
2026-04-07 00:49:00+00:00,1.1222222221032183,12.690847551110096,20.48648536565193,1776.1484375,0.076904689787413,10
2026-04-07 00:50:00+00:00,1.336111111126641,12.689855555522488,20.486551625514227,1770.25390625,0.0799594957099906,10
2026-04-07 00:51:00+00:00,1.0611111111938951,12.706248282607636,20.48662178301548,1769.08203125,0.0805270813860401,10
2026-04-07 00:52:00+00:00,1.0861111112818662,12.568757694165775,20.486688042877766,1756.625,0.0775734064076998,10
2026-04-07 00:53:00+00:00,1.238888889007896,12.663369273333467,20.486754302740064,1770.39453125,0.0809903483773875,10
2026-04-07 00:54:00+00:00,1.0833333330487704,12.703669094079872,20.48682056260236,1777.984375,0.0826773573928809,10
2026-04-07 00:55:00+00:00,1.3972222219066168,12.746572903243724,20.486886822464644,1789.41796875,0.0810714427558355,10
2026-04-07 00:56:00+00:00,1.1555555555969477,12.805795039823664,20.486956979965896,1795.55078125,0.0796874589877194,10
2026-04-07 00:57:00+00:00,1.1638888888733732,12.70813307422408,20.48702713746715,1795.91796875,0.0757397680054526,10
2026-04-07 00:58:00+00:00,1.1250000000776197,12.56032573167114,20.48709339732945,1773.67578125,0.0751414622424575,10
2026-04-07 00:59:00+00:00,1.1027777775759944,12.5634505177721,20.487159657191743,1782.80078125,0.0766008317140207,10
2026-04-07 01:00:00+00:00,1.2805555555193422,12.8322317222333,20.48722591705403,1800.55078125,0.0790014085141345,10
2026-04-07 01:01:00+00:00,1.2000000004708369,12.9593807566744,20.44560692825592,1771.65625,0.0843651955852857,10
2026-04-07 01:02:00+00:00,1.1888888889613298,12.65101892826781,20.4488068898408,1737.96484375,0.0816841889278265,10
2026-04-07 01:03:00+00:00,1.1888888888319826,12.620192665383025,20.448873149703083,1737.9609375,0.0805343318621042,10
2026-04-07 01:04:00+00:00,1.0111111114060378,12.498425207004685,20.44893940956538,1719.1953125,0.0833425583567486,10
2026-04-07 01:05:00+00:00,1.300000000046566,12.607966319765806,20.44900566942768,1717.57421875,0.0766003307736258,10
2026-04-07 01:06:00+00:00,1.213888888790578,12.553580161675438,20.44907192928997,1698.54296875,0.0735804254237921,10
2026-04-07 01:07:00+00:00,1.2138888889199393,12.471740525698138,20.44913818915226,1706.8984375,0.0734851526109387,10
2026-04-07 01:08:00+00:00,1.2277777778864447,12.616472681929514,20.449208346653517,1728.33203125,0.0807352748603297,10
2026-04-07 01:09:00+00:00,1.363888888671582,12.622771853910796,20.44927850415477,1731.76171875,0.0846889154028552,10
